,Type,Cotton,Organic_cotton,Other_plant,Wool,Other_animal,Polyester,Nylon,Spandex,Polyamide,Other_synthetic,Lyocell,Viscose,Rayon,Other_regenerated,Other,Recycled_content,Reused_content,Material_label,Chemicals_label,Production_label,Manufacturing_location,Transporation_distance,Use_location,Washing_instruction,Drying_instruction,Reusability_label,Recylability_label,EI
353,trousers,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,7251.0,Spain,Machine wash_ cold,Line dry,0,0,4
354,trousers,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,13660.0,Italy,Machine wash_ cold,Tumble dry_ low,0,0,4
355,trousers,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,10804.0,Germany,Machine wash_ cold,Tumble dry_ low,0,0,4
356,trousers,0.7,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,10927.0,Belgium,Machine wash_ cold,Line dry,0,0,5
357,trousers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.24,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,15396.0,Netherlands,Machine wash_ cold,Line dry,0,0,4
358,trousers,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,11223.0,France,Machine wash_ cold,Line dry,0,0,4
359,trousers,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,7020.0,Luxembourg,Machine wash_ cold,Tumble dry_ low,0,0,4
360,trousers,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,11141.0,Switzerland,Machine wash_ cold,Line dry,0,0,3
361,trousers,0.6,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,13306.0,Austria,Machine wash_ warm,Tumble dry_ low,0,0,5
362,trousers,0.59,0.0,0.0,0.0,0.0,0.39,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,5094.0,Czechia,Machine wash_ cold,Line dry,0,0,3
363,trousers,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,9878.0,Poland,Machine wash_ cold,Tumble dry_ low,0,0,4
364,trousers,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.04,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,10105.0,Denmark,Machine wash_ cold,Line dry,0,0,4
365,trousers,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,7843.0,Sweden,Machine wash_ cold,Line dry,0,0,3
366,short,0.58,0.0,0.0,0.0,0.0,0.32,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,8165.0,Norway,Machine wash_ cold,Line dry,0,0,4
367,trousers,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0,0,0,unknown,8196.0,Finland,Machine wash_ cold,Tumble dry_ low,0,0,5
368,trousers,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.04,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,13444.0,UK,Machine wash_ cold,Line dry,0,0,4
369,trousers,0.6,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,6174.0,Spain,Machine wash_ cold,Line dry,0,0,3
370,trousers,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,11447.0,Italy,Machine wash_ warm,Tumble dry_ low,0,0,4
371,jacket,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.03,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,5546.0,Germany,Machine wash_ cold,Line dry,0,0,5
372,jacket,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,17729.0,Belgium,Machine wash_ cold,Line dry,0,0,3
373,jacket,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,5421.0,Netherlands,Machine wash_ cold,Line dry,0,0,4
374,jacket,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0,0,0,unknown,19838.0,France,Machine wash_ cold,Line dry,0,0,4
375,jacket,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,19774.0,Luxembourg,Machine wash_ cold,Line dry,0,0,4
376,jacket,0.0,0.0,0.0,0.0,0.0,0.67,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,18707.0,Switzerland,Machine wash_ cold,Line dry,0,0,5
377,jacket,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,16745.0,Austria,Machine wash_ cold,Line dry,0,0,4
378,jacket,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,7721.0,Czechia,Machine wash_ cold,Line dry,0,0,4
379,jacket,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,8522.0,Poland,Hand wash,Line dry,0,0,4
380,jacket,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0,0,0,unknown,16071.0,Denmark,Machine wash_ warm,Line dry,0,0,4
381,jacket,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,8516.0,Sweden,Machine wash_ cold,Line dry,0,0,4
382,jacket,0.0,0.0,0.0,0.0,0.0,0.33,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,19177.0,Norway,Machine wash_ cold,Line dry,0,0,5
383,jacket,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,15945.0,Finland,Machine wash_ cold,Line dry,0,0,4
384,jacket,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,12383.0,UK,Hand wash,Line dry,0,0,3
385,jacket,0.4,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,16673.0,Spain,Machine wash_ cold,Tumble dry_ low,0,0,5
386,jacket,0.0,0.0,0.0,0.0,0.0,0.67,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,6502.0,Italy,Machine wash_ warm,Line dry,0,0,5
387,jacket,0.0,0.0,0.0,0.0,0.0,0.67,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,17183.0,Germany,Machine wash_ cold,Line dry,0,0,5
388,jacket,0.0,0.0,0.0,0.0,0.0,0.33,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,17659.0,Belgium,Machine wash_ warm,Tumble dry_ low,0,0,5
389,jacket,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,7715.0,Netherlands,Machine wash_ cold,Line dry,0,0,4
390,jacket,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0,0,0,unknown,12013.0,France,Machine wash_ warm,Line dry,0,0,4
391,jacket,0.0,0.0,0.0,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,11161.0,Luxembourg,Dry clean,Dry clean,0,0,4
392,jacket,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,8858.0,Switzerland,Dry clean,Dry clean,0,0,5
393,jacket,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,5232.0,Austria,Machine wash_ warm,Line dry,0,0,4
394,jacket,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,11258.0,Czechia,Machine wash_ cold,Line dry,0,0,4
395,jacket,0.0,0.0,0.0,0.0,0.0,0.67,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,7181.0,Poland,Machine wash_ cold,Line dry,0,0,5
396,jacket,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,12701.0,Denmark,Machine wash_ cold,Line dry,0,0,4
397,jacket,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,7169.0,Sweden,Machine wash_ cold,Line dry,0,0,4
398,jacket,0.0,0.0,0.0,0.0,0.0,0.33,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,7378.0,Norway,Machine wash_ warm,Tumble dry_ low,0,0,5
399,jacket,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,19538.0,Finland,Machine wash_ cold,Line dry,0,0,4
400,jacket,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,18062.0,UK,Machine wash_ cold,Line dry,0,0,4
401,jacket,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,5186.0,Spain,Machine wash_ cold,Line dry,0,0,4
402,jacket,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,13611.0,Italy,Machine wash_ cold,Line dry,0,0,4
403,jeans,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,16845.0,Germany,Machine wash_ cold,Line dry,0,0,3
404,jeans,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,18856.0,Belgium,Machine wash_ cold,Line dry,0,0,4
405,jeans,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,7465.0,Netherlands,Machine wash_ cold,Line dry,0,0,4
406,jeans,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,19122.0,France,Machine wash_ cold,Line dry,0,0,4
407,jeans,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,9538.0,Luxembourg,Machine wash_ cold,Line dry,0,0,4
408,jeans,0.92,0.0,0.0,0.0,0.0,0.07,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,13132.0,Switzerland,Machine wash_ cold,Line dry,0,0,3
409,jeans,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,13923.0,Austria,Machine wash_ cold,Line dry,0,0,3
410,jeans,0.68,0.0,0.0,0.0,0.0,0.22,0.0,0.01,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,5867.0,Czechia,Machine wash_ cold,Line dry,0,0,4
411,jeans,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,17166.0,Poland,Machine wash_ cold,Line dry,0,0,3
412,jeans,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,14926.0,Denmark,Machine wash_ cold,Line dry,0,0,4
413,jeans,0.7,0.0,0.0,0.0,0.0,0.28,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0,0,0,unknown,6429.0,Sweden,Machine wash_ cold,Line dry,0,0,4
414,jeans,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,5490.0,Norway,Machine wash_ cold,Line dry,0,0,4
415,jeans,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,6050.0,Finland,Machine wash_ cold,Line dry,0,0,3
416,jeans,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,16109.0,UK,Machine wash_ cold,Line dry,0,0,3
417,jeans,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,12992.0,Spain,Machine wash_ warm,Line dry,0,0,3
418,jeans,0.7,0.0,0.0,0.0,0.0,0.28,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0,0,0,unknown,10203.0,Italy,Machine wash_ warm,Line dry,0,0,5
419,jeans,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,19837.0,Germany,Machine wash_ warm,Line dry,0,0,5
420,jeans,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,11369.0,Belgium,Machine wash_ warm,Line dry,0,0,3
421,jeans,0.96,0.0,0.0,0.0,0.0,0.03,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,18829.0,Netherlands,Machine wash_ cold,Line dry,0,0,4
422,jeans,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,16437.0,France,Machine wash_ cold,Line dry,0,0,3
423,jeans,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,7418.0,Luxembourg,Machine wash_ cold,Line dry,0,0,4
424,jeans,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,17976.0,Switzerland,Machine wash_ cold,Line dry,0,0,4
425,jeans,0.7,0.0,0.0,0.0,0.0,0.28,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,17110.0,Austria,Machine wash_ cold,Line dry,0,0,3
426,jeans,0.49,0.5,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,6350.0,Czechia,Machine wash_ warm,Line dry,0,0,3
427,jeans,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,8611.0,Poland,Machine wash_ cold,Line dry,0,0,3
428,jeans,0.82,0.0,0.0,0.0,0.0,0.15,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,8292.0,Denmark,Machine wash_ warm,Line dry,0,0,3
429,jeans,0.49,0.5,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,12563.0,Sweden,Machine wash_ warm,Line dry,0,0,3
430,jeans,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,7920.0,Norway,Machine wash_ warm,Line dry,0,0,4
431,jeans,0.75,0.0,0.0,0.0,0.0,0.24,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,13783.0,Finland,Machine wash_ warm,Line dry,0,0,3
432,jeans,0.9,0.0,0.0,0.0,0.0,0.06,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,18058.0,UK,Machine wash_ cold,Line dry,0,0,4
433,jeans,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,10308.0,Spain,Machine wash_ cold,Line dry,0,0,3
434,jeans,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,16332.0,Italy,Machine wash_ cold,Line dry,0,0,3
435,shirt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,11658.0,Germany,Machine wash_ cold,Line dry,0,0,3
436,shirt,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,16889.0,Belgium,Machine wash_ warm,Line dry,0,0,3
437,shirt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,8893.0,Netherlands,Machine wash_ warm,Line dry,0,0,3
438,shirt,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,5998.0,France,Machine wash_ warm,Line dry,0,0,2
439,shirt,0.33,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0,0,0,unknown,13934.0,Luxembourg,Machine wash_ warm,Line dry,0,0,5
440,shirt,0.35,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0,0,0,unknown,9716.0,Switzerland,Machine wash_ cold,Line dry,0,0,4
441,shirt,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,14059.0,Austria,Machine wash_ cold,Line dry,0,0,4
442,shirt,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,15458.0,Czechia,Machine wash_ warm,Line dry,0,0,3
443,shirt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,19707.0,Poland,Machine wash_ warm,Line dry,0,0,3
444,shirt,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,14503.0,Denmark,Machine wash_ cold,Line dry,0,0,3
445,shirt,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,10928.0,Sweden,Machine wash_ cold,Line dry,0,0,3
446,shirt,0.35,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,14031.0,Norway,Machine wash_ cold,Line dry,0,0,4
447,shirt,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,16157.0,Finland,Machine wash_ warm,Line dry,0,0,3
448,shirt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,5638.0,UK,Machine wash_ cold,Line dry,0,0,3
449,shirt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,18301.0,Spain,Machine wash_ warm,Line dry,0,0,4
450,shirt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,12075.0,Italy,Machine wash_ warm,Line dry,0,0,4
451,shirt,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,10585.0,Germany,Machine wash_ cold,Line dry,0,0,4
452,shirt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,17808.0,Belgium,Machine wash_ cold,Line dry,0,0,4
453,shirt,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,7361.0,Netherlands,Machine wash_ cold,Line dry,0,0,3
454,shirt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,15246.0,France,Machine wash_ warm,Line dry,0,0,4
455,shirt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,15284.0,Luxembourg,Machine wash_ cold,Line dry,0,0,3
456,shirt,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,15587.0,Switzerland,Machine wash_ cold,Line dry,0,0,4
457,shirt,0.6,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,9491.0,Austria,Machine wash_ cold,Line dry,0,0,4
458,shirt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,19656.0,Czechia,Machine wash_ cold,Line dry,0,0,4
459,shirt,0.46,0.0,0.0,0.0,0.0,0.36,0.0,0.01,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,5140.0,Poland,Machine wash_ cold,Line dry,0,0,4
460,shirt,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,16638.0,Denmark,Machine wash_ cold,Line dry,0,0,4
461,shirt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,19398.0,Sweden,Machine wash_ cold,Line dry,0,0,4
462,shirt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,19072.0,Norway,Machine wash_ warm,Line dry,0,0,4
463,shirt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,13708.0,Finland,Machine wash_ cold,Line dry,0,0,4
464,shirt,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,11883.0,UK,Machine wash_ cold,Line dry,0,0,4
465,shirt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,9034.0,Spain,Machine wash_ cold,Line dry,0,0,3
466,shirt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,5526.0,Italy,Machine wash_ cold,Line dry,0,0,4
467,t-shirt,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,17727.0,Germany,Machine wash_ warm,Line dry,0,0,3
468,shirt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,18126.0,Belgium,Machine wash_ cold,Line dry,0,0,3
469,t-shirt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,13118.0,Netherlands,Machine wash_ warm,Line dry,0,0,4
470,t-shirt,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,8428.0,France,Machine wash_ cold,Line dry,0,0,4
471,t-shirt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,12853.0,Luxembourg,Machine wash_ cold,Line dry,0,0,4
472,t-shirt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,6103.0,Switzerland,Machine wash_ cold,Line dry,0,0,3
